Trial (NCT),Condition,Arm,Any AE %,Serious AE %,AE leading to discontinuation %,CT.gov last updated,Trial start date,Trial completion date
NCT04258566,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Optical Plus Fusion for Liver Biopsy,14.285714285714285,14.285714285714285,,2026-02-02,2022-01-27,2025-01-29
NCT01164202,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Placebo,94.73684210526315,34.21052631578947,,2022-03-18,2010-07,2017-07
NCT01164202,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Sunitinib,69.23076923076923,35.8974358974359,,2022-03-18,2010-07,2017-07
NCT02095678,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Dynamic Contrast Enhanced MRI,2.941176470588235,2.941176470588235,,2022-06-30,2013-12-01,2019-12-03
NCT02095678,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Free-Breathing Quantification of Relaxation Parameters,0.0,0.0,,2022-06-30,2013-12-01,2019-12-03
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",Clinician Control,0.0,0.0,,2019-03-20,2013-09,2016-12
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",Clinician Intervention,0.0,0.0,,2019-03-20,2013-09,2016-12
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",Family Member Control,0.0,0.0,,2019-03-20,2013-09,2016-12
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",Family Member Intervention,0.0,0.0,,2019-03-20,2013-09,2016-12
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",IP Team Control,0.0,0.0,,2019-03-20,2013-09,2016-12
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",IP Team Intervention,0.0,0.0,,2019-03-20,2013-09,2016-12
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",Interviewees,0.0,0.0,,2019-03-20,2013-09,2016-12
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",Patient Control,0.6944444444444444,0.0,,2019-03-20,2013-09,2016-12
NCT01933789,"Critical Illness; Chronic Disease; Terminal Care; Palliative Care; Communication; Advance Care Planning; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Critical Illness; Chronic Disease; Communication; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; End Stage Liver Disease; Kidney Failure, Chronic; Anxiety Disorders; Depression",Patient Intervention,0.0,0.0,,2019-03-20,2013-09,2016-12
NCT01839877,Colorectal Cancer With Non Resectable Hepatic Metastasis; Colorectal Neoplasms,HIA DEBIRI + Systemic FOLFOX,100.0,47.368421052631575,,2024-10-08,2013-05,2019-01
NCT00881751,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Arm I,100.0,53.191489361702125,,2017-09-11,2009-03,2017-02
NCT00881751,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Arm II,100.0,44.18604651162791,,2017-09-11,2009-03,2017-02
NCT02273739,Solid Tumor; Glioma; Angioimmunoblastic T-cell Lymphoma; Intrahepatic Cholangiocarcinoma; Chondrosarcoma; Glioma; Immunoblastic Lymphadenopathy; Cholangiocarcinoma; Chondrosarcoma,Enasidenib 100 mg,,,0.0,2021-02-23,2014-12-08,2016-06-03
NCT02273739,Solid Tumor; Glioma; Angioimmunoblastic T-cell Lymphoma; Intrahepatic Cholangiocarcinoma; Chondrosarcoma; Glioma; Immunoblastic Lymphadenopathy; Cholangiocarcinoma; Chondrosarcoma,Enasidenib 200 mg,,,0.0,2021-02-23,2014-12-08,2016-06-03
NCT02273739,Solid Tumor; Glioma; Angioimmunoblastic T-cell Lymphoma; Intrahepatic Cholangiocarcinoma; Chondrosarcoma; Glioma; Immunoblastic Lymphadenopathy; Cholangiocarcinoma; Chondrosarcoma,Enasidenib 400 mg,,,0.0,2021-02-23,2014-12-08,2016-06-03
NCT02273739,Solid Tumor; Glioma; Angioimmunoblastic T-cell Lymphoma; Intrahepatic Cholangiocarcinoma; Chondrosarcoma; Glioma; Immunoblastic Lymphadenopathy; Cholangiocarcinoma; Chondrosarcoma,Enasidenib 650 mg,,,1.0,2021-02-23,2014-12-08,2016-06-03
NCT00543777,Liver Cancer; Liver Neoplasms; Liver Diseases; Fatty Liver; Liver Cirrhosis,MRE + 2PD MRI,0.0,0.0,,2021-04-13,2007-09,2020-01-13
NCT01730937,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer; Carcinoma, Hepatocellular",SBRT Followed by Sorafenib,100.0,22.89156626506024,,2026-01-28,2013-04,2025-09-04
NCT01730937,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer; Carcinoma, Hepatocellular",Sorafenib Alone,100.0,22.727272727272727,,2026-01-28,2013-04,2025-09-04
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part A: CC-223 15 mg,100.0,0.0,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part A: CC-223 30 mg,88.88888888888889,44.44444444444444,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part A: CC-223 45 mg,100.0,44.44444444444444,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part A: CC-223 60 mg,100.0,28.57142857142857,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part A: CC-223 7.5 mg,100.0,0.0,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Diffuse Large B-cell Lymphoma (DLBCL),100.0,60.71428571428571,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Glioblastoma Multiforme (GBM),100.0,46.15384615384615,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Hepatocellular Carcinoma (HCC),100.0,54.71698113207547,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Hormone Receptor Positive Breast Cancer (HRPBC),100.0,64.70588235294117,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Multiple Myeloma (MM),100.0,42.857142857142854,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Neuroendocrine Tumor (NET),100.0,48.93617021276596,,2022-12-13,2010-07-20,2016-12-09
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Non-small Cell Lung Cancer (NSCLC),100.0,57.692307692307686,,2022-12-13,2010-07-20,2016-12-09
NCT03713593,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Lenvatinib + Pembrolizumab,98.73417721518987,46.835443037974684,,2026-02-05,2018-12-31,2024-09-24
NCT03713593,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Lenvatinib + Placebo,98.22784810126582,40.25316455696203,,2026-02-05,2018-12-31,2024-09-24
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Group 1 - Recurrent or Refractory Hepatoblastoma,70.0,70.0,,2015-03-30,2009-01,2013-10
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Group 2 - Recurrent or Refractory Synovial Sarcoma,70.0,30.0,,2015-03-30,2009-01,2013-10
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Group 3 - Recurrent or Refractory Rhabdomyosarcoma,70.0,20.0,,2015-03-30,2009-01,2013-10
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Group 8 - Recurrent Osteosarcoma,55.55555555555556,44.44444444444444,,2015-03-30,2009-01,2013-10
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Group 9 - Recurrent or Refractory Wilms Tumor,100.0,55.55555555555556,,2015-03-30,2009-01,2013-10
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Grp 4-Recurrent or Refractory Adrenocortical Carcinoma,50.0,50.0,,2015-03-30,2009-01,2013-10
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Grp 5-Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,61.53846153846154,38.46153846153847,,2015-03-30,2009-01,2013-10
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Grp 6 - Neuroblastoma-MIBG Positive Without Measurable Disease,45.0,25.0,,2015-03-30,2009-01,2013-10
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Grp 7-Neuroblastoma With Measurable Disease,90.0,40.0,,2015-03-30,2009-01,2013-10
NCT01790633,"HIV; Hepatitis B; Hepatitis C; Carcinoma, Hepatocellular; AIDS; Hepatitis B; Hepatitis C; Carcinoma, Hepatocellular; Acquired Immunodeficiency Syndrome",Rapid Testing,0.0,0.0,,2016-12-13,2013-02,2013-10
NCT01790633,"HIV; Hepatitis B; Hepatitis C; Carcinoma, Hepatocellular; AIDS; Hepatitis B; Hepatitis C; Carcinoma, Hepatocellular; Acquired Immunodeficiency Syndrome",Standard Testing With ELISA,0.0,0.0,,2016-12-13,2013-02,2013-10
NCT01949545,Solid Tumors; Hematologic Malignancies; Hepatic Impairment; Hematologic Neoplasms,Mild Hepatic Impairment,17.0,3.0,0.0,2017-05-02,2013-10,2015-09
NCT01949545,Solid Tumors; Hematologic Malignancies; Hepatic Impairment; Hematologic Neoplasms,Moderate Hepatic Impairment,14.0,4.0,3.0,2017-05-02,2013-10,2015-09
NCT01949545,Solid Tumors; Hematologic Malignancies; Hepatic Impairment; Hematologic Neoplasms,Normal Hepatic Function,10.0,0.0,1.0,2017-05-02,2013-10,2015-09
NCT01949545,Solid Tumors; Hematologic Malignancies; Hepatic Impairment; Hematologic Neoplasms,Severe Hepatic Impairment,4.0,0.0,0.0,2017-05-02,2013-10,2015-09
NCT02795429,Advanced Hepatocellular Carcinoma; Liver Neoplasms,Phase Ib: Capmatinib 200 mg BID + Spartalizumab 300 mg Q3W,,,2.0,2023-07-03,2016-06-15,2021-06-24
NCT02795429,Advanced Hepatocellular Carcinoma; Liver Neoplasms,Phase Ib: Capmatinib 300 mg BID + Spartalizumab 300 mg Q3W,,,1.0,2023-07-03,2016-06-15,2021-06-24
NCT02795429,Advanced Hepatocellular Carcinoma; Liver Neoplasms,Phase Ib: Capmatinib 400 mg BID + Spartalizumab 300 mg Q3W,,,4.0,2023-07-03,2016-06-15,2021-06-24
NCT02520141,"Cholangiocarcinoma; Liver and Intrahepatic Bile Duct Carcinoma; Stage III Gallbladder Cancer AJCC v7; Stage III Intrahepatic Cholangiocarcinoma AJCC v7; Stage IIIA Gallbladder Cancer AJCC v7; Stage IIIB Gallbladder Cancer AJCC v7; Stage IV Gallbladder Cancer AJCC v7; Stage IVA Gallbladder Cancer AJCC v7; Stage IVA Intrahepatic Cholangiocarcinoma AJCC v7; Stage IVB Gallbladder Cancer AJCC v7; Stage IVB Intrahepatic Cholangiocarcinoma AJCC v7; Unresectable Gallbladder Carcinoma; Cholangiocarcinoma; Carcinoma, Hepatocellular; Gallbladder Neoplasms","Phase II Open-label, Single Arm Study of Ramucirumab Administered at 8 mg/kg IV.",100.0,1.6666666666666667,,2023-06-15,2015-12-29,2022-06-29
NCT02185768,Liver Cancer; Liver Neoplasms,DC-BEADS + Idarubicin,97.72727272727273,32.608695652173914,,2025-07-04,2015-01,2017-10
NCT03199274,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular","Group I (Perflutren Protein-type A Microspheres, CEUS)",7.6923076923076925,0.0,,2026-01-02,2017-07-01,2025-01-23
NCT03199274,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Group II (Standard of Care),3.8461538461538463,0.0,,2026-01-02,2017-07-01,2025-01-23
NCT00365508,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute; Tongue Neoplasms",Arm I,1.2461059190031152,1.2461059190031152,,2016-03-29,2006-02,2009-08
